fid,type,sub_type,name,source,global_id,label,province,prov_code,district,distr_code,lat,long,data_year,geometry
2566,Health Facility,Rural Health Center,Mbanda RHC,MOH,{51885A0B-3488-421D-BC2B-8E45EBC3F869},Mbanda RHC,Western,110,Sioma,110016,-16.4835149999,22.8469340001,2017-2018,"c(22.8469340001041, -16.4835149999172)"
2567,Health Facility,Rural Health Center,Mulonga RHC,MOH,{8FDBB11F-5E9E-4C09-9187-483FD3B1E829},Mulonga RHC,Western,110,Shangombo,110014,-16.3641429998,22.5792679998,2017-2018,"c(22.5792679998184, -16.3641429997996)"
2568,Health Facility,Hospital,Shangombo Dis Hospital,MOH,{27714DC4-A98B-469B-B7CC-D262C2F9EC8E},Shangombo Dis Hospital,Western,110,Shangombo,110014,-16.3200509999,22.1116850002,2017-2018,"c(22.1116850001627, -16.3200509998537)"
2569,Health Facility,Rural Health Center,Shangombo RHC,MOH,{06636576-E013-48F1-9E45-3FD16046A2AE},Shangombo RHC,Western,110,Shangombo,110014,-16.3210029997,22.0921139997,2017-2018,"c(22.0921139996614, -16.3210029996886)"
2570,Health Facility,Rural Health Center,Sipuma RHC,MOH,{8918ACDD-AE6C-493D-844E-B602BB718B04},Sipuma RHC,Western,110,Shangombo,110014,-16.5704010002,22.2609649999,2017-2018,"c(22.2609649999349, -16.5704010002059)"
2571,Health Facility,Rural Health Post,Siwelewele RHP,MOH,{32E83678-12E7-46E6-8C76-AB002CE16E7C},Siwelewele RHP,Western,110,Shangombo,110014,-16.2963050002,22.3186210004,2017-2018,"c(22.3186210003589, -16.2963050001756)"
2572,Health Facility,Rural Health Post,State Ranch RHP,MOH,{2D028002-8094-4D30-B1FE-7DB4C3F74882},State Ranch RHP,Western,110,Shangombo,110014,-16.5319709997,22.4551429999,2017-2018,"c(22.4551429999495, -16.5319709996618)"
2573,Health Facility,Rural Health Center,Kaluwe RHC,MOH,{C164112A-8835-434F-94FE-F0E2AF524B67},Kaluwe RHC,Western,110,Sikongo,110015,-14.5017389999,22.1342880002,2017-2018,"c(22.1342880001911, -14.5017389998549)"
2574,Health Facility,Rural Health Center,Lueti RHC,MOH,{524FEEB4-CA36-4591-86F2-D10380C4CCAD},Lueti RHC,Western,110,Sikongo,110015,-15.706396,22.3890780002,2017-2018,"c(22.3890780002496, -15.7063959999754)"
2575,Health Facility,Rural Health Post,Lulang'Unyi RHP,MOH,{BDA73564-45D2-4AF8-9C6C-158A1439DC4C},Lulang'Unyi RHP,Western,110,Sikongo,110015,-15.2619849996,22.2436170003,2017-2018,"c(22.2436170003244, -15.261984999608)"
2576,Health Facility,Rural Health Center,Luoke West RHC,MOH,{A329E404-F192-4CD1-9F92-CF1AD181C1BC},Luoke West RHC,Western,110,Sikongo,110015,-14.8000820002,22.4533089999,2017-2018,"c(22.4533089999105, -14.8000820001841)"
2577,Health Facility,Rural Health Post,Lwahumba RHP,MOH,{58FD21C9-8373-4FED-90C6-7F5707B2E21F},Lwahumba RHP,Western,110,Sikongo,110015,-15.2105389996,22.3748509998,2017-2018,"c(22.3748509997739, -15.2105389995751)"
2578,Health Facility,Rural Health Post,Mabua RHP,MOH,{49C202A2-6B74-4F5F-A07D-1024A57C1BF5},Mabua RHP,Western,110,Sikongo,110015,-15.4244280003,22.3194210004,2017-2018,"c(22.3194210003789, -15.424428000252)"
2579,Health Facility,Rural Health Post,Mwenyi RHP,MOH,{14376C17-C67D-460A-8870-CBC957B02AF2},Mwenyi RHP,Western,110,Sikongo,110015,-14.9449990002,22.5691069998,2017-2018,"c(22.5691069997882, -14.9449990002037)"
2580,Health Facility,Rural Health Center,Nyengo RHC,MOH,{6591F9B6-2258-4AD9-A208-B7692E27747B},Nyengo RHC,Western,110,Sikongo,110015,-14.8736889996,22.192984,2017-2018,"c(22.1929840000116, -14.8736889996476)"
2581,Health Facility,Rural Health Center,Sikongo RHC,MOH,{BE842F51-4101-4BE3-9787-8C3BD9938FE8},Sikongo RHC,Western,110,Sikongo,110015,-15.0350449996,22.1542679998,2017-2018,"c(22.1542679997684, -15.035044999627)"
2582,Health Facility,Rural Health Post,Sikushi RHP,MOH,{D1363214-A3D0-47E6-9133-575A3E57B845},Sikushi RHP,Western,110,Sikongo,110015,-15.3273389998,22.4180990004,2017-2018,"c(22.4180990003686, -15.327338999795)"
2583,Health Facility,Rural Health Post,Situlu RHP,MOH,{9303A403-799E-4D22-979E-6B4C7D49288F},Situlu RHP,Western,110,Sikongo,110015,-14.8565279997,22.0192549996,2017-2018,"c(22.0192549996186, -14.8565279996674)"
2584,Health Facility,Rural Health Center,Tuuwa RHC,MOH,{09FA590A-8C4A-49C5-93D6-1BB45F65D967},Tuuwa RHC,Western,110,Sikongo,110015,-15.1206179996,22.2586979997,2017-2018,"c(22.258697999713, -15.1206179996209)"
2585,Health Facility,Rural Health Post,Silumena RHP,MOH,{F554CD50-5ADA-46E7-8541-92B3270F676E},Silumena RHP,Western,110,Sikongo,110015,-14.9884389998,22.3255519998,2017-2018,"c(22.325551999825, -14.98843899976)"
2586,Health Facility,Rural Health Post,Makeya RHP,MOH,{C4063E0A-3A44-41E2-8088-378771B45B2A},Makeya RHP,Western,110,Sikongo,110015,-14.7005909996,22.3683450001,2017-2018,"c(22.3683450001217, -14.7005909995749)"
2587,Health Facility,Rural Health Post,Mutala RHP,MOH,{5BDE767F-AC6D-43AE-B5EF-4EA0691F4C64},Mutala RHP,Western,110,Sikongo,110015,-14.6043159998,22.2466180002,2017-2018,"c(22.2466180002206, -14.6043159997835)"
2588,Health Facility,Rural Health Post,Liundu RHP,MOH,{C6AEEEAC-757D-4C36-A2FF-9D8783F00106},Liundu RHP,Western,110,Sikongo,110015,-14.9435180003,22.1731580003,2017-2018,"c(22.1731580003415, -14.9435180002554)"
2589,Health Facility,Rural Health Post,Luoke RHP,MOH,{02D1F23C-9754-4AB8-AC1E-30D63B243135},Luoke RHP,Western,110,Kalabo,110001,-14.7788509996,22.511446,2017-2018,"c(22.5114460000329, -14.7788509995739)"
2590,Health Facility,Rural Health Post,Kabumbu RHP,MOH,{0DC11081-B53F-4674-9667-FA13C15468CF},Kabumbu RHP,Western,110,Kalabo,110001,-14.3763160004,22.1507999999,2017-2018,"c(22.1507999999201, -14.376316000383)"
2591,Health Facility,Rural Health Center,Kaanja RHC,MOH,{379C3069-FBA9-4145-BB5E-9B8D94D5CA12},Kaanja RHC,Western,110,Sioma,110016,-16.4671370001,23.3951209999,2017-2018,"c(23.3951209999342, -16.4671370000725)"
2592,Health Facility,Rural Health Post,Kabula 2 RHP,MOH,{53AF9A9E-F5C9-4892-ABD5-CD7ADAE29563},Kabula 2 RHP,Western,110,Sioma,110016,-16.8002640001,23.5552750002,2017-2018,"c(23.5552750002411, -16.8002640000835)"
2593,Health Facility,Rural Health Post,Kalenge RHP,MOH,{B641834F-D8CA-497D-9B98-5FBB796877E2},Kalenge RHP,Western,110,Sioma,110016,-16.2851979997,23.1830640001,2017-2018,"c(23.1830640001036, -16.2851979996879)"
2594,Health Facility,Rural Health Center,Kaunga Mashi RHC,MOH,{01A6EF5A-3F37-4F80-B824-04F2F7C353F9},Kaunga Mashi RHC,Western,110,Shangombo,110014,-16.9632070004,22.6310229997,2017-2018,"c(22.6310229997117, -16.9632070004027)"
2595,Health Facility,Rural Health Post,Lipaneno RHP,MOH,{B7596E5D-71BE-4E0B-9462-D91CEDD27EA9},Lipaneno RHP,Western,110,Shangombo,110014,-17.1364970003,22.7995720004,2017-2018,"c(22.7995720004475, -17.1364970003362)"
2596,Health Facility,Rural Health Post,Liwandamo RHP,MOH,{C942F582-8FF8-4131-85AA-3E418A6680D6},Liwandamo RHP,Western,110,Sioma,110016,-16.8883370003,22.9971509999,2017-2018,"c(22.9971509999187, -16.8883370002523)"
2597,Health Facility,Rural Health Post,Lyabangu RHP,MOH,{680DBE95-E325-4387-BE80-338AFE8E8474},Lyabangu RHP,Western,110,Sioma,110016,-16.6394030004,23.2470009997,2017-2018,"c(23.2470009996964, -16.6394030004481)"
2598,Health Facility,Rural Health Post,Mbeta RHP,MOH,{4053FF33-AFA2-4DCA-A443-52FD97CE1FE2},Mbeta RHP,Western,110,Sioma,110016,-16.3915789997,23.37139,2017-2018,"c(23.3713900000485, -16.391578999671)"
2599,Health Facility,Rural Health Center,Mulele RHC,MOH,{028F1D32-03D5-4B6E-888A-C6E845776CFF},Mulele RHC,Western,110,Sioma,110016,-16.6234620001,23.1150169998,2017-2018,"c(23.1150169998347, -16.6234620000712)"
2600,Health Facility,Rural Health Center,Mutomena RHC,MOH,{79E8D1E5-ABF8-4D0B-AB1E-1CE4A5BDE9F6},Mutomena RHC,Western,110,Sioma,110016,-16.7426679997,23.112369,2017-2018,"c(23.1123690000294, -16.7426679997284)"
2601,Health Facility,Rural Health Post,Mwanambao RHP,MOH,{20E98494-F82D-47C3-B67F-5AFB8CC2BD76},Mwanambao RHP,Western,110,Sioma,110016,-16.7561469999,23.2949189998,2017-2018,"c(23.2949189998121, -16.7561469998841)"
2602,Health Facility,Rural Health Center,Nalwashi RHC,MOH,{49643B55-ACE2-412D-A641-DB01CED07339},Nalwashi RHC,Western,110,Sioma,110016,-16.3903040002,23.1120669996,2017-2018,"c(23.1120669995924, -16.3903040002294)"
2603,Health Facility,Rural Health Center,Nangweshi RHC,MOH,{196F7461-0085-46E6-BEA5-F4E0156200EB},Nangweshi RHC,Western,110,Sioma,110016,-16.395759,23.3267829997,2017-2018,"c(23.3267829997357, -16.3957589999778)"
2604,Health Facility,Rural Health Post,Sankandi RHP,MOH,{F2987FF1-FEB8-437F-BE54-386D551B385C},Sankandi RHP,Western,110,Sioma,110016,-16.6801459997,23.5851239999,2017-2018,"c(23.5851239998727, -16.680145999738)"
2605,Health Facility,Rural Health Center,Silowana RHC,MOH,{B2A502DC-2FD2-4BB5-9564-489FC20BFA8D},Silowana RHC,Western,110,Sioma,110016,-16.1946299996,23.1567909999,2017-2018,"c(23.1567909999048, -16.1946299995748)"
2606,Health Facility,Rural Health Center,Sinjembela RHC,MOH,{C80AE0FC-E7A1-4E5A-8AF2-BD191C211B4B},Sinjembela RHC,Western,110,Sioma,110016,-17.3158750004,23.0258349998,2017-2018,"c(23.0258349997854, -17.3158750004309)"
2607,Health Facility,Rural Health Center,Sioma RHC,MOH,{B61042BB-4AC6-4D0E-AC37-C75DBC8CFD92},Sioma RHC,Western,110,Sioma,110016,-16.6010980003,23.5032460003,2017-2018,"c(23.5032460003027, -16.6010980002724)"
2608,Health Facility,Rural Health Center,Sitoti RHC,MOH,{9FCCD13E-1CEA-4C3A-A6E4-BAF3F2AA307E},Sitoti RHC,Western,110,Sioma,110016,-16.3175309997,23.2703010004,2017-2018,"c(23.2703010003909, -16.3175309996558)"
2609,Health Affiliated Infrastructure,Doctor Office,Doctor Office,ZamStats,{A02660C2-B76C-4E71-AC3D-16ACB52FD039},Doctor Office,Copperbelt,102,Chingola,102002,-12.6802099999,27.8432693481,2010,"c(27.843269348102, -12.6802099998915)"
2610,Health Affiliated Infrastructure,Doctor Office,Doctor Office,ZamStats,{0647D3C6-FC50-43F1-8496-4F0056A8B8DC},Doctor Office,Copperbelt,102,Kalulushi,102003,-12.6335399998,28.1117000581,2010,"c(28.1117000581112, -12.6335399997711)"
2611,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{23DB4ACB-E706-4275-AF98-7C59B9B9551C},Health Office,Copperbelt,102,Masaiti,102007,-13.3257287803,28.4183352601,2010,"c(28.4183352600642, -13.3257287802589)"
2612,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{33A9F301-DEEE-420A-91B7-C5A7C5D34701},RHC Well,Eastern,103,Chipata,103002,-13.9647221698,32.7100430202,2010,"c(32.7100430201693, -13.9647221697923)"
2613,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{CD489552-E3EB-435B-A669-7E53240EA99A},RHC Well,Eastern,103,Chadiza,103001,-13.9343079301,32.5772997497,2010,"c(32.5772997496837, -13.9343079300669)"
2614,Health Affiliated Infrastructure,Doctor Office,Doctor Office,ZamStats,{35D58D2E-B032-4A21-A149-790F3169FA48},Doctor Office,Eastern,103,Chadiza,103001,-14.0026360296,32.2484056004,2010,"c(32.2484056004382, -14.002636029629)"
2615,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{D38FDB09-1B15-4E14-A29F-858AA5C4492D},Health Office,Eastern,103,Chadiza,103001,-14.0675677001,32.4350295102,2010,"c(32.4350295102038, -14.0675677000892)"
2616,Health Affiliated Infrastructure,Doctor Office,Doctor Office,ZamStats,{BFF876FB-30B3-4A50-8F2F-BAB570A60764},Doctor Office,Muchinga,106,Chama,106001,-11.0816202201,32.8779752901,2010,"c(32.8779752901276, -11.081620220097)"
2617,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{DFB8B507-1F90-4EA4-BD62-35774EF8D89C},Health Office,Eastern,103,Chipata,103002,-13.8091148198,32.7640821596,2010,"c(32.7640821595641, -13.8091148197931)"
2618,Health Affiliated Infrastructure,Doctor Office,Doctor Office,ZamStats,{8A6C37BB-82F0-4809-8F82-522FDACFE60E},Doctor Office,Eastern,103,Lusangazi,103014,-13.8496566596,31.7405823,2010,"c(31.7405823000332, -13.8496566596271)"
2619,Health Affiliated Infrastructure,Doctor Office,Doctor Office,ZamStats,{2883207F-2F1F-4C19-9698-1AC342191A66},Doctor Office,Eastern,103,Lumezi,103013,-13.2026174,32.9278114902,2010,"c(32.9278114902082, -13.202617399973)"
2620,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{FEE68892-A577-48D7-8922-CEE2550664D5},Health Office,Eastern,103,Katete,103003,-14.0983099999,32.0736696597,2010,"c(32.073669659727, -14.0983099999065)"
2621,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{F14D57EE-1502-438F-82EB-0C248ED43FE8},Health Office,Luapula,104,Chiengi,104002,-8.65390339013,29.16088211,2010,"c(29.1608821100214, -8.6539033901293)"
2622,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{DDCF355C-9766-4D2F-9E2E-1E19D756078B},RHC Well,Luapula,104,Chiengi,104002,-8.54288843006,29.0277972698,2010,"c(29.0277972698282, -8.54288843005696)"
2623,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{4D168DE3-27F0-4751-9F52-640D4892670D},RHC Well,Luapula,104,Mwense,104009,-10.7065584698,28.8144021498,2010,"c(28.8144021498394, -10.7065584697975)"
2624,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{F5181E3D-FC51-4F77-BDCC-629E543993AE},RHC Well,Luapula,104,Chipili,104003,-10.56206292,29.3132328404,2010,"c(29.3132328404233, -10.5620629199677)"
2625,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{016388A0-6FBE-4FC4-98B9-69262929E460},RHC Well,Luapula,104,Mwense,104009,-10.1689069099,28.6362533503,2010,"c(28.6362533503119, -10.1689069099259)"
2626,Health Affiliated Infrastructure,Clinic Well,Clinic Well,ZamStats,{DD7D3CF7-B060-4254-A3BC-4ED40D58E79F},Clinic Well,Luapula,104,Nchelenge,104010,-9.77059996002,28.8616999703,2010,"c(28.8616999702775, -9.77059996002009)"
2627,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{BAA3A213-E51D-4ECA-B13A-CE654C269FFB},Health Office,Luapula,104,Nchelenge,104010,-9.34532531961,28.7336279296,2010,"c(28.7336279295853, -9.34532531960775)"
2628,Health Affiliated Infrastructure,Clinic Well,Clinic Well,ZamStats,{3C601088-0B04-4260-9D09-4A6BC5228F03},Clinic Well,Luapula,104,Nchelenge,104010,-9.34535993991,28.7358299403,2010,"c(28.7358299402995, -9.34535993990926)"
2629,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{D7DDFDE4-CD7C-4EA5-AD84-86AB4370D365},RHC Well,Luapula,104,Nchelenge,104010,-9.27125536984,28.4083057301,2010,"c(28.4083057301254, -9.27125536983942)"
2630,Health Affiliated Infrastructure,Clinic Well,Clinic Well,ZamStats,{46ADB979-2D26-4DCD-8A31-8C9B87E381F8},Clinic Well,Luapula,104,Nchelenge,104010,-9.31836761967,28.7492504503,2010,"c(28.749250450348, -9.31836761966986)"
2631,Health Affiliated Infrastructure,Doctor Office,Doctor Office,ZamStats,{34FFEED0-1ADB-4EC5-8BFA-9E95BD7C0ED0},Doctor Office,Central,101,Chibombo,101001,-15.12084,27.7790599996,2010,"c(27.7790599996193, -15.120839999966)"
2632,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{9BEC1177-7E6F-4EC6-BD89-E0899239B58C},Health Office,Central,101,Chisamba,101002,-14.7840500001,28.0629800003,2010,"c(28.0629800003268, -14.7840500001074)"
2633,Health Affiliated Infrastructure,Doctor Office,Doctor Office,ZamStats,{88DEE83B-3110-40A6-8B8C-446FA0AEBBF2},Doctor Office,Central,101,Chibombo,101001,-15.2345600002,28.25754,2010,"c(28.2575399999711, -15.2345600002438)"
2634,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{4EBAA28F-6738-4DCB-AB8E-4EE5C8BE4C31},Health Office,Central,101,Kabwe,101005,-14.4409400002,28.4511699999,2010,"c(28.4511699998956, -14.4409400001808)"
2635,Health Affiliated Infrastructure,Clinic Well,Clinic Well,ZamStats,{BA6B0B5B-689D-44DC-921D-35338B1743D4},Clinic Well,Central,101,Kabwe,101005,-14.3853099997,28.4012999997,2010,"c(28.4012999996953, -14.3853099996567)"
2636,Health Affiliated Infrastructure,Clinic Well,Clinic Well,ZamStats,{E3E90392-8D9F-4DB0-9C8D-966772A516FF},Clinic Well,Central,101,Mumbwa,101009,-15.0269699996,26.8818600001,2010,"c(26.8818600001389, -15.0269699995658)"
2637,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{E3FF1500-892F-4C9F-A3DC-0B62EEBD2F83},Health Office,Northern,107,Chilubi,107001,-11.11432523,29.9438768404,2010,"c(29.9438768404439, -11.1143252300253)"
2638,Health Affiliated Infrastructure,Clinic Well,Clinic Well,ZamStats,{E9604BB4-017D-447E-A294-7FFC90F28C23},Clinic Well,Northern,107,Chilubi,107001,-10.8109142496,30.0350317201,2010,"c(30.0350317201379, -10.8109142495929)"
2639,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{57A23D71-33D1-4C0D-BE8B-045EE9460F9F},RHC Well,Northern,107,Chilubi,107001,-10.9791904302,30.0851496302,2010,"c(30.0851496301514, -10.9791904301941)"
2640,Health Affiliated Infrastructure,Rural Health Center,RHC Water Facility,ZamStats,{55DB8E4B-37F0-4EA6-86B4-B7CF3CB90C5E},RHC Water Facility,Northern,107,Chilubi,107001,-11.1170550502,29.9478157496,2010,"c(29.9478157495972, -11.1170550501504)"
2641,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{368EDA6A-9879-4D8B-984D-3F6FCB5B7084},RHC Well,Northern,107,Chilubi,107001,-10.8538007596,30.3016013003,2010,"c(30.3016013002598, -10.8538007595973)"
2642,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{9DE10F9B-9FF1-4DAD-9E8F-BEDE4719109F},RHC Well,Muchinga,106,Shiwang'Andu,106007,-10.9634644703,32.03372151,2010,"c(32.0337215100397, -10.963464470309)"
2643,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{51183106-2F69-4936-BA31-F4D9AD400BB9},RHC Well,Muchinga,106,Shiwang'Andu,106007,-11.2446215001,31.4619136899,2010,"c(31.461913689865, -11.2446215000821)"
2644,Health Affiliated Infrastructure,Hospital Well,Hospital Well,ZamStats,{E0886E58-9A07-4CD8-B904-25C4E609BF61},Hospital Well,Muchinga,106,Shiwang'Andu,106007,-11.2065158598,31.7352128501,2010,"c(31.735212850093, -11.206515859819)"
2645,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{0C13DADA-1F9D-41D7-AB48-DF460F8D5196},RHC Well,Muchinga,106,Isoka,106003,-9.6874441902,32.7086428297,2010,"c(32.7086428297029, -9.6874441901972)"
2646,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{5E6F2D15-2B78-4FA8-8B50-E99ED49D4F37},RHC Well,Muchinga,106,Isoka,106003,-9.69130195982,33.1450020199,2010,"c(33.1450020199273, -9.69130195981757)"
2647,Health Affiliated Infrastructure,Clinic Well,Clinic Well,ZamStats,{0A73B9AD-02EE-4864-88CF-8CD7F6034097},Clinic Well,Muchinga,106,Mafinga,106004,-10.0850262703,33.1461923401,2010,"c(33.1461923401044, -10.0850262703461)"
2648,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{F31743E6-60DB-4525-8F51-E1A36A5D8571},RHC Well,Northern,107,Nsama,107009,-8.63948174039,29.9767363404,2010,"c(29.9767363404098, -8.63948174038995)"
2649,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{D3068640-7A6D-4CDE-B689-3DFFAEEFECE9},RHC Well,Northern,107,Kaputa,107002,-9.13631746038,29.2244660601,2010,"c(29.2244660600606, -9.13631746038243)"
2650,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{B99D20D6-18DF-413B-BD3B-8F41A3A24972},RHC Well,Northern,107,Lupososhi,107012,-10.7375630497,29.8156370798,2010,"c(29.8156370797875, -10.7375630496949)"
2651,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{5FCB5944-C74D-48A8-9E9C-6BA26E87A492},RHC Well,Northern,107,Lupososhi,107012,-10.7273403103,29.5091150701,2010,"c(29.5091150701044, -10.7273403103071)"
2652,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{BA26AE3A-D752-41B7-9052-04797417F9F4},Health Office,Northern,107,Luwingu,107004,-10.2897832501,30.21469555,2010,"c(30.2146955499597, -10.2897832500969)"
2653,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{B597C60C-FEC5-45BF-8E63-CBDF50D96E6A},RHC Well,Northern,107,Lupososhi,107012,-10.8151753598,29.9400434604,2010,"c(29.9400434604374, -10.815175359755)"
2654,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{A14F3FBA-5469-4010-A265-044B8B096AB1},RHC Well,Northern,107,Luwingu,107004,-10.7318671198,30.5459893503,2010,"c(30.5459893503283, -10.7318671197717)"
2655,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{0193CEEB-91D9-4E4D-AE8A-4A85FD4FE7CF},RHC Well,Northern,107,Luwingu,107004,-10.6521765997,30.2079315204,2010,"c(30.2079315204234, -10.6521765996703)"
2656,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{7304E8FF-E3F2-4908-B364-482EE36F21AF},RHC Well,Northern,107,Luwingu,107004,-10.9743867599,30.56529195,2010,"c(30.5652919499636, -10.974386759941)"
2657,Health Affiliated Infrastructure,Clinic Well,Clinic Well,ZamStats,{3682738A-1975-4BDF-A8A8-A8AE78C541D8},Clinic Well,Muchinga,106,Lavushimanda,106009,-12.6167889198,31.0045139898,2010,"c(31.0045139898288, -12.6167889197728)"
2658,Health Affiliated Infrastructure,Health Office,Health Office,ZamStats,{F8DFBB33-6379-457F-AA0C-5515F51D28FE},Health Office,Muchinga,106,Lavushimanda,106009,-12.6174139603,31.0043128196,2010,"c(31.004312819581, -12.617413960286)"
2659,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{7D977AE8-CB18-480D-9B9C-D7E4A2E1E9D8},RHC Well,Muchinga,106,Kanchibiya,106008,-11.8121162401,31.2625434198,2010,"c(31.262543419843, -11.8121162400724)"
2660,Health Affiliated Infrastructure,Rural Health Center,RHC Well,ZamStats,{7D178838-1E55-44F5-86E3-F01FE14A5FBD},RHC Well,Muchinga,106,Kanchibiya,106008,-11.0801865002,31.11684758,2010,"c(31.1168475799519, -11.0801865002068)"
2661,Health Affiliated Infrastructure,Rural Health Center,RHC Water Facility,ZamStats,{3222B2AC-EE45-49C5-9DD0-50A5994EA4D2},RHC Water Facility,Muchinga,106,Kanchibiya,106008,-11.6224445,30.6027889803,2010,"c(30.6027889803272, -11.6224445000136)"
